CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
200087,51,Enquiry,1,15,Salaried,Male,3,3,Basic,3,Divorced,4,0,3,1,0,Executive,17075,0
200088,,Enquiry,1,8,Salaried,Male,2,4,Deluxe,3,Divorced,2,0,4,1,0,Manager,,0
200089,46,Enquiry,3,15,SmallBusiness,Male,3,4,Standard,3,Unmarried,2,0,5,0,1,Senior Manager,24619,1
200090,40,Company Invited,1,6,Salaried,Male,3,4,Super Deluxe,4,Divorced,2,0,2,1,2,AVP,28503,0
200091,51,Enquiry,3,27,SmallBusiness,Male,3,3,Deluxe,3,Single,1,1,5,1,1,Manager,20441,0
200092,30,Enquiry,3,10,SmallBusiness,Female,3,4,Deluxe,4,Married,2,1,3,1,1,Manager,20209,0
200093,46,Company Invited,1,6,SmallBusiness,Male,2,4,Standard,5,Divorced,3,1,2,1,1,Senior Manager,25673,0
200094,32,Enquiry,3,12,SmallBusiness,Male,2,,Deluxe,3,Single,2,0,5,1,0,Manager,20010,0
200095,54,Enquiry,1,8,Large Business,Female,2,3,Standard,3,Divorced,1,0,4,1,0,Senior Manager,28549,0
200096,24,Enquiry,3,9,Salaried,Female,2,,Deluxe,3,Divorced,1,0,4,1,0,Manager,19999,0
200097,,Company Invited,3,10,SmallBusiness,Male,2,3,Deluxe,3,Divorced,2,0,2,1,0,Manager,,0
200098,58,Enquiry,3,16,SmallBusiness,Male,2,3,Super Deluxe,3,Single,1,0,3,1,1,AVP,28872,0
200099,44,Company Invited,1,29,SmallBusiness,Male,3,3,Deluxe,4,Divorced,5,0,3,1,0,Manager,17042,0
200100,37,Enquiry,2,12,Salaried,Male,3,3,Basic,5,Married,5,1,2,1,0,Executive,17073,1
200101,32,Enquiry,1,6,Salaried,Male,3,3,Basic,5,Single,2,0,2,0,2,Executive,17956,0
200102,20,Company Invited,1,12,Salaried,Female,3,4,Basic,3,Single,2,1,2,1,1,Executive,17926,1
200103,34,Enquiry,1,,Salaried,Female,2,3,Deluxe,3,Single,2,0,3,1,0,Manager,19809,0
200104,37,Company Invited,1,8,Salaried,Male,3,4,Deluxe,3,Married,6,0,2,0,1,Manager,20163,0
200105,59,Company Invited,2,8,Salaried,Female,2,4,King,3,Divorced,1,0,2,1,1,VP,33844,0
200106,50,Company Invited,1,6,Salaried,Female,3,3,King,4,Divorced,4,1,2,0,2,VP,33172,0
200107,25,Enquiry,3,11,SmallBusiness,Male,2,4,Deluxe,3,Single,2,1,3,1,0,Manager,20744,1
200108,25,Enquiry,1,13,SmallBusiness,Male,3,4,Basic,3,Divorced,2,0,2,1,2,Executive,17889,0
200109,22,Enquiry,1,21,SmallBusiness,Female,2,3,Basic,3,Single,2,0,2,1,1,Executive,17871,0
200110,51,Company Invited,1,6,SmallBusiness,Female,1,4,Standard,5,Unmarried,4,0,2,1,0,Senior Manager,22484,0
200111,34,Company Invited,1,13,Salaried,Male,3,5,Deluxe,3,Single,2,1,5,1,1,Manager,21074,1
200112,54,Company Invited,2,32,Salaried,Female,1,2,Super Deluxe,3,Single,3,1,3,1,0,AVP,32328,0
200113,24,Enquiry,1,24,Salaried,Male,2,3,Basic,3,Divorced,1,0,4,1,0,Executive,17774,0
200114,34,Enquiry,1,,Salaried,Female,2,4,Deluxe,4,Married,7,0,3,0,1,Manager,19505,0
200115,37,Enquiry,3,9,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,0,Senior Manager,22428,0
200116,34,Enquiry,1,11,SmallBusiness,Fe Male,2,4,Standard,5,Unmarried,3,0,2,0,0,Senior Manager,26631,0
200117,36,Company Invited,3,17,Large Business,Female,3,3,Standard,3,Divorced,1,0,5,0,0,Senior Manager,24738,0
200118,36,Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,6,0,2,1,0,Executive,17835,0
200119,43,Company Invited,3,32,Salaried,Male,3,3,Super Deluxe,3,Divorced,2,1,2,0,0,AVP,31959,0
200120,30,Company Invited,1,29,Salaried,Male,3,5,Basic,3,Married,2,0,3,1,2,Executive,17613,0
200121,33,Company Invited,3,28,SmallBusiness,Male,3,3,Deluxe,4,Divorced,1,0,2,0,1,Manager,21146,0
200122,56,Enquiry,1,20,Salaried,Female,3,,Basic,4,Divorced,1,1,5,1,1,Executive,19963,1
200123,51,Enquiry,1,12,Salaried,Male,2,3,King,3,Single,1,0,5,1,0,VP,34537,0
200124,31,Enquiry,3,12,Salaried,Male,3,5,Deluxe,3,Divorced,5,1,3,1,1,Manager,21172,1
200125,26,Enquiry,1,12,Salaried,Female,2,4,Basic,4,Divorced,2,0,3,1,0,Executive,17368,0
200126,58,Enquiry,1,29,SmallBusiness,Female,3,3,Standard,3,Divorced,2,0,3,1,0,Senior Manager,25312,1
200127,19,Enquiry,3,28,SmallBusiness,Male,2,3,Basic,3,Single,2,1,2,0,1,Executive,16675,1
200128,22,Enquiry,1,8,Large Business,Male,3,3,Basic,3,Divorced,1,0,5,1,2,Executive,17523,0
200129,49,Enquiry,1,26,SmallBusiness,Female,3,3,Deluxe,5,Divorced,2,0,2,1,2,Manager,21567,0
200130,43,Company Invited,1,,SmallBusiness,Female,3,2,Basic,3,Single,5,0,3,0,2,Executive,19739,0
200131,50,Company Invited,3,18,SmallBusiness,Fe Male,3,3,Standard,3,Unmarried,5,0,5,0,0,Senior Manager,24208,0
200132,31,Enquiry,3,,Salaried,Female,3,5,Deluxe,3,Divorced,4,1,3,1,0,Manager,19559,1
200133,41,Enquiry,3,15,Salaried,Male,3,3,Standard,3,Married,4,1,2,0,1,Senior Manager,23189,0
200134,26,Enquiry,2,31,Salaried,Female,3,3,Basic,3,Divorced,2,0,4,1,0,Executive,17942,0
200135,36,Enquiry,1,12,SmallBusiness,Male,2,,Deluxe,4,Married,7,0,4,1,1,Manager,19941,0
200136,51,Company Invited,1,14,Salaried,Male,2,5,Standard,3,Unmarried,3,0,2,0,1,Senior Manager,25650,1
200137,39,Enquiry,3,10,Salaried,Female,2,4,Deluxe,3,Divorced,5,0,5,1,0,Manager,20902,0
200138,25,Enquiry,3,34,Salaried,Male,2,4,Deluxe,3,Divorced,3,0,4,0,0,Manager,23639,0
200139,30,Enquiry,2,15,Salaried,Male,2,3,Deluxe,3,Divorced,1,1,3,1,1,Manager,21347,0
200140,,Enquiry,1,15,SmallBusiness,Female,2,3,Basic,5,Single,1,0,4,1,1,Executive,,1
200141,,Enquiry,1,35,SmallBusiness,Male,2,3,Basic,3,Single,6,0,2,1,0,Executive,18452,0
200142,38,Enquiry,1,9,Large Business,Female,2,3,Deluxe,3,Single,4,1,5,0,0,Manager,1000,0
200143,30,Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,2,1,0,Executive,17632,0
200144,32,Company Invited,3,,SmallBusiness,Male,2,5,Deluxe,3,Married,1,0,2,0,1,Manager,19668,0
200145,30,Enquiry,1,11,Large Business,Female,2,3,Basic,5,Married,6,0,5,1,1,Executive,18204,0
200146,30,Enquiry,1,8,SmallBusiness,Male,2,4,Basic,3,Single,1,0,4,0,0,Executive,17720,0
200147,41,Company Invited,1,16,Salaried,Male,3,4,Super Deluxe,5,Married,5,0,2,1,0,AVP,32181,0
200148,41,Enquiry,1,15,Salaried,Male,3,3,Basic,5,Divorced,3,0,2,0,2,Executive,17238,0
200149,19,Enquiry,1,9,SmallBusiness,Female,3,3,Basic,4,Single,2,0,3,1,2,Executive,16483,0
200150,40,Company Invited,1,32,SmallBusiness,Female,2,3,Deluxe,4,Married,2,0,2,1,0,Manager,20605,0
200151,35,Enquiry,3,6,SmallBusiness,Male,3,3,Standard,4,Divorced,2,0,4,1,2,Senior Manager,22295,0
200152,53,Enquiry,3,12,SmallBusiness,Male,2,3,Deluxe,3,Divorced,3,1,5,0,0,Manager,17306,0
200153,45,Enquiry,1,15,Salaried,Male,2,3,Deluxe,4,Married,1,0,4,1,0,Manager,17348,0
200154,32,Company Invited,3,14,SmallBusiness,Fe Male,2,3,Standard,3,Unmarried,2,0,4,1,1,Senior Manager,23998,0
200155,29,Company Invited,1,,Large Business,Male,2,3,Deluxe,3,Divorced,2,0,3,0,1,Manager,,0
200156,51,Enquiry,1,13,SmallBusiness,Male,2,4,Deluxe,3,Divorced,3,0,3,1,1,Manager,21132,0
200157,58,Enquiry,1,15,SmallBusiness,Female,3,4,Basic,4,Divorced,5,1,2,1,0,Executive,18346,0
200158,40,Enquiry,3,10,SmallBusiness,Male,3,4,Standard,3,Divorced,1,0,2,1,0,Senior Manager,25855,0
200159,34,Company Invited,3,8,SmallBusiness,Female,3,3,Basic,3,Divorced,7,0,5,1,2,Executive,17231,0
200160,22,Enquiry,1,25,SmallBusiness,Male,3,3,Basic,3,Divorced,2,0,2,0,1,Executive,17323,0
200161,27,Company Invited,1,15,SmallBusiness,Male,2,3,Basic,4,Married,7,0,3,0,0,Executive,17024,0
200162,28,Enquiry,1,27,SmallBusiness,Male,2,3,Basic,3,Divorced,2,0,2,0,0,Executive,17713,0
200163,57,Enquiry,1,30,Salaried,Male,2,2,Standard,3,Married,4,1,4,1,1,Senior Manager,24439,0
200164,27,Company Invited,1,9,SmallBusiness,Male,3,4,Basic,3,Married,2,1,2,0,2,Executive,17566,0
200165,50,Enquiry,1,17,Salaried,Female,2,3,King,4,Single,4,0,5,1,,VP,34926,0
200166,41,Enquiry,1,20,Salaried,Male,2,3,Basic,3,Married,5,0,4,1,1,Executive,17451,0
200167,30,Enquiry,3,11,Salaried,Female,2,3,Standard,3,Divorced,3,0,4,1,1,Senior Manager,24419,0
200168,38,Enquiry,3,6,Salaried,Fe Male,2,4,Deluxe,3,Unmarried,5,0,2,1,1,Manager,23686,0
200169,32,Enquiry,1,12,Salaried,Male,2,3,Basic,3,Single,4,0,2,0,1,Executive,18038,0
200170,27,Enquiry,1,23,Large Business,Male,2,3,Basic,4,Divorced,1,1,4,1,0,Executive,18058,0
200171,19,Company Invited,3,6,Large Business,Female,3,5,Basic,5,Single,1,0,3,1,1,Executive,17325,1
200172,36,Company Invited,1,9,SmallBusiness,Male,1,3,Basic,4,Single,5,0,4,1,0,Executive,17088,0
200173,30,Company Invited,1,15,SmallBusiness,Male,3,3,Deluxe,5,Married,2,0,2,0,1,Manager,18072,0
200174,45,Enquiry,3,10,Salaried,Female,1,,Deluxe,5,Married,5,1,4,0,0,Manager,20006,0
200175,56,Enquiry,1,,Salaried,Female,3,3,Basic,5,Married,5,1,4,1,1,Executive,,0
200176,33,Enquiry,1,8,Salaried,Male,2,3,Basic,3,Single,1,0,3,0,1,Executive,17500,0
200177,19,Enquiry,1,8,Salaried,Male,2,4,Basic,3,Single,2,0,5,0,0,Executive,16102,1
200178,46,Enquiry,3,6,SmallBusiness,Female,3,3,Standard,5,Married,2,0,2,1,1,Senior Manager,25453,0
200179,38,Enquiry,1,15,Salaried,Female,3,3,Basic,3,Single,2,0,2,1,1,Executive,17288,0
200180,,Enquiry,1,18,SmallBusiness,Female,3,3,Basic,3,Divorced,1,1,4,1,2,Executive,,0
200181,34,Enquiry,1,33,SmallBusiness,Female,3,3,Basic,4,Single,3,0,3,1,0,Executive,17311,0
200182,41,Enquiry,3,26,SmallBusiness,Female,3,3,Basic,4,Single,2,1,4,0,2,Executive,18140,1
200183,,Enquiry,1,6,SmallBusiness,Male,2,4,Basic,3,Divorced,3,0,3,0,0,Executive,18690,0
200184,53,Enquiry,1,,SmallBusiness,Female,2,2,Deluxe,5,Married,2,0,2,1,1,Manager,,0
200185,33,Enquiry,1,20,SmallBusiness,Female,3,3,Basic,4,Divorced,2,0,5,0,0,Executive,17756,0
200186,40,Enquiry,1,10,SmallBusiness,Female,2,3,King,3,Divorced,2,0,5,0,1,VP,34033,0
200187,55,Enquiry,1,20,SmallBusiness,Male,3,2,King,4,Single,1,0,2,0,2,VP,33722,0
200188,34,Company Invited,1,8,Salaried,Male,2,4,Deluxe,3,Divorced,2,0,4,0,0,Manager,24547,0
200189,51,Enquiry,1,9,SmallBusiness,Female,3,3,Super Deluxe,4,Single,4,0,5,0,1,AVP,28734,0
200190,52,Enquiry,1,6,Salaried,Male,3,4,King,3,Divorced,1,0,2,1,,VP,34999,0
200191,27,Enquiry,1,15,SmallBusiness,Female,2,3,Basic,4,Single,2,0,3,1,0,Executive,17279,0
200192,35,Enquiry,1,29,Salaried,Male,2,4,Deluxe,3,Divorced,4,1,4,1,1,Manager,20916,1
200193,43,Company Invited,1,13,SmallBusiness,Male,2,2,Basic,3,Married,5,0,4,0,1,Executive,17089,0
200194,45,Company Invited,1,8,SmallBusiness,Male,3,4,Super Deluxe,3,Divorced,1,0,4,1,0,AVP,31792,0
200195,,Enquiry,1,27,Salaried,Male,3,2,Basic,5,Divorced,2,1,3,0,2,Executive,18564,0
200196,35,Company Invited,1,,SmallBusiness,Female,2,3,Deluxe,4,Single,6,0,2,1,0,Manager,,0
200197,42,Company Invited,1,27,SmallBusiness,Female,2,3,Deluxe,3,Married,3,0,2,0,0,Manager,20265,0
200198,38,Enquiry,1,8,Salaried,Male,2,3,Deluxe,3,Divorced,1,0,2,0,1,Manager,21553,0
200199,38,Enquiry,1,35,Large Business,Male,2,3,Deluxe,3,Divorced,4,0,2,0,1,Manager,21261,0
200200,27,Company Invited,1,,Large Business,Male,2,4,Deluxe,5,Divorced,6,0,3,0,1,Manager,,0
200201,49,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,2,0,1,Manager,21804,0
200202,,Company Invited,1,16,SmallBusiness,Male,2,3,Basic,3,Married,2,1,3,1,0,Executive,,0
200203,40,Enquiry,1,25,SmallBusiness,Male,2,3,Deluxe,3,Divorced,1,1,2,1,1,Manager,17741,0
200204,38,Enquiry,1,35,SmallBusiness,Male,3,3,Deluxe,5,Divorced,1,1,3,0,1,Manager,21673,1
200205,29,Enquiry,3,33,SmallBusiness,Female,2,3,Standard,3,Divorced,2,0,3,1,1,Senior Manager,22639,1
200206,22,Enquiry,1,11,Salaried,Male,2,2,Basic,4,Married,2,1,4,0,0,Executive,17328,0
200207,36,Company Invited,1,24,SmallBusiness,Female,3,3,Basic,3,Single,2,0,3,1,2,Executive,17153,0
200208,40,Company Invited,1,,Salaried,Male,3,4,Deluxe,3,Divorced,1,0,5,1,0,Manager,19876,0
200209,46,Enquiry,1,6,SmallBusiness,Male,3,3,Standard,5,Married,1,0,2,0,0,Senior Manager,24396,0
200210,32,Enquiry,3,10,SmallBusiness,Male,2,5,Standard,3,Divorced,2,0,2,1,1,Senior Manager,25400,1
200211,30,Company Invited,1,6,Salaried,Male,2,4,Standard,3,Unmarried,2,0,5,1,1,Senior Manager,23474,0
200212,27,Company Invited,3,26,Salaried,Fe Male,2,3,Deluxe,3,Unmarried,2,0,2,1,1,Manager,24981,0
200213,51,Enquiry,1,14,Salaried,Male,2,4,Standard,4,Divorced,6,0,3,1,1,Senior Manager,27490,0
200214,30,Enquiry,1,9,Large Business,Female,2,3,Basic,5,Single,6,1,4,1,1,Executive,17657,1
200215,41,Enquiry,3,12,Salaried,Fe Male,3,3,Standard,3,Single,4,1,2,0,1,Senior Manager,28591,0
200216,30,Company Invited,3,32,SmallBusiness,Female,2,4,Deluxe,5,Unmarried,6,0,2,0,1,Manager,21696,1
200217,29,Enquiry,1,6,Large Business,Male,2,3,Basic,3,Single,1,0,2,0,0,Executive,17058,1
200218,45,Company Invited,3,12,SmallBusiness,Fe Male,2,4,Standard,3,Unmarried,7,0,4,1,0,Senior Manager,23865,0
200219,54,Enquiry,3,9,SmallBusiness,Female,2,3,Deluxe,5,Divorced,3,0,4,1,1,Manager,20940,0
200220,36,Enquiry,1,11,Salaried,Male,3,3,Deluxe,4,Single,1,0,2,0,2,Manager,20914,0
200221,33,Enquiry,1,10,SmallBusiness,Female,2,4,Basic,4,Divorced,7,0,4,0,0,Executive,17622,0
200222,37,Company Invited,1,17,Salaried,Male,2,3,Standard,3,Married,2,1,3,0,1,Senior Manager,27185,0
200223,38,Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,1,0,2,1,1,Senior Manager,25609,0
200224,31,,1,,SmallBusiness,Male,2,5,Deluxe,3,Divorced,1,0,3,1,0,Manager,,0
200225,59,Enquiry,1,9,Salaried,Male,3,4,Basic,3,Divorced,4,0,3,0,1,Executive,17177,0
200226,37,Company Invited,3,10,SmallBusiness,Male,2,3,Basic,3,Married,5,0,4,1,0,Executive,17177,0
200227,29,Company Invited,3,6,SmallBusiness,Female,2,3,Standard,3,Divorced,2,0,3,1,0,Senior Manager,22918,0
200228,35,Company Invited,3,6,SmallBusiness,Fe Male,3,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,23789,0
200229,29,Enquiry,1,24,SmallBusiness,Male,2,4,Basic,3,Single,2,1,3,0,1,Executive,17389,1
200230,52,Enquiry,1,8,Salaried,Female,2,4,Basic,3,Single,1,0,3,0,0,Executive,18212,0
200231,42,Enquiry,1,10,Large Business,Male,2,3,King,3,Divorced,2,0,2,0,1,VP,34232,0
200232,59,Enquiry,2,12,SmallBusiness,Male,2,3,Basic,3,Divorced,1,0,4,1,0,Executive,17267,0
200233,50,Enquiry,3,6,SmallBusiness,Female,3,3,King,3,Married,4,0,2,1,1,VP,34517,0
