CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
203052,56,Enquiry,3,9,SmallBusiness,Male,3,4,Deluxe,3,Unmarried,6,0,2,0,2,Manager,23838,1
203053,44,Enquiry,1,21,Salaried,Male,4,4,Super Deluxe,5,Divorced,,0,5,1,1,AVP,35837,0
203054,28,Enquiry,1,12,Large Business,Male,3,5,Standard,3,Married,3,1,3,0,1,Senior Manager,31486,0
203055,36,Enquiry,1,14,Salaried,Male,3,4,Standard,3,Single,5,0,3,0,1,Senior Manager,28899,0
203056,29,Enquiry,3,9,SmallBusiness,Female,3,4,Deluxe,4,Divorced,3,1,3,1,1,Manager,23457,0
203057,35,Enquiry,2,10,Salaried,Male,3,4,Basic,3,Divorced,2,0,2,1,2,Executive,22415,0
203058,27,Company Invited,1,12,SmallBusiness,Female,3,5,Basic,3,Divorced,3,1,2,0,2,Executive,21044,1
203059,28,Company Invited,1,10,SmallBusiness,Male,3,4,Basic,3,Divorced,3,0,2,1,1,Executive,20384,0
203060,52,Enquiry,3,33,SmallBusiness,Female,4,4,Super Deluxe,3,Divorced,4,0,3,0,,AVP,34985,0
203061,45,Enquiry,1,11,SmallBusiness,Male,3,4,Deluxe,4,Unmarried,2,0,2,1,1,Manager,24611,0
203062,26,Enquiry,1,9,SmallBusiness,Male,4,2,Basic,5,Unmarried,2,0,2,1,3,Executive,22102,0
203063,34,Enquiry,3,7,SmallBusiness,Male,3,2,Deluxe,5,Married,3,0,4,0,1,Manager,22715,0
203064,36,Enquiry,1,34,SmallBusiness,Female,3,5,Basic,5,Single,3,0,4,1,2,Executive,21237,0
203065,37,Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Divorced,3,1,3,1,2,Manager,24879,0
203066,33,Enquiry,3,20,Salaried,Male,4,4,Deluxe,3,Married,4,0,2,0,1,Manager,23081,0
203067,31,Company Invited,1,12,Salaried,Male,4,5,Basic,3,Married,2,0,5,0,1,Executive,22439,0
203068,54,Enquiry,3,14,SmallBusiness,Female,4,5,Standard,3,Divorced,2,1,2,0,1,Senior Manager,29612,0
203069,46,Enquiry,3,16,SmallBusiness,Male,4,4,Standard,5,Married,6,1,2,1,1,Senior Manager,29439,0
203070,33,Enquiry,1,15,SmallBusiness,Female,4,2,Deluxe,3,Divorced,7,0,3,1,3,Manager,23853,0
203071,53,Company Invited,1,32,SmallBusiness,Female,3,5,Super Deluxe,3,Divorced,5,0,5,0,2,AVP,32504,0
203072,38,Enquiry,3,23,SmallBusiness,Male,4,5,Deluxe,3,Married,6,0,5,1,3,Manager,25012,0
203073,29,Enquiry,2,15,SmallBusiness,Male,4,5,Basic,3,Married,3,0,2,0,2,Executive,23614,0
203074,23,Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Divorced,8,0,2,1,1,Manager,23453,0
203075,45,Enquiry,1,15,Salaried,Male,4,2,Basic,3,Divorced,4,1,3,1,3,Executive,21496,0
203076,43,Company Invited,1,9,SmallBusiness,Male,3,4,Basic,3,Single,7,1,2,0,2,Executive,21193,0
203077,37,Enquiry,2,15,Salaried,Male,4,5,Basic,5,Divorced,2,0,2,1,3,Executive,21020,0
203078,26,Enquiry,3,10,Salaried,Male,4,4,Deluxe,5,Divorced,3,1,4,1,1,Manager,22872,0
203079,36,Enquiry,1,16,Salaried,Female,4,5,Standard,3,Divorced,3,1,4,1,2,Senior Manager,29363,0
203080,36,Company Invited,1,32,Salaried,Female,4,4,Basic,4,Married,3,1,3,0,1,Executive,20700,1
203081,33,Company Invited,1,7,Salaried,Male,4,4,Basic,3,Married,2,0,5,0,1,Executive,20992,0
203082,26,Enquiry,3,11,SmallBusiness,Male,3,5,Deluxe,5,Divorced,3,0,3,1,2,Manager,22934,0
203083,50,Enquiry,1,7,Large Business,Female,3,4,Basic,5,Divorced,4,0,4,1,1,Executive,22258,0
203084,25,Company Invited,1,11,Salaried,Male,3,5,Basic,3,Divorced,2,0,3,0,1,Executive,21840,0
203085,33,Company Invited,3,12,Salaried,Male,3,4,Deluxe,4,Divorced,3,0,3,1,2,Manager,25202,0
203086,39,Enquiry,3,16,SmallBusiness,Male,4,5,Basic,4,Divorced,2,0,4,0,1,Executive,21577,0
203087,43,Enquiry,1,10,Salaried,Female,4,2,Deluxe,3,Divorced,4,1,5,0,1,Manager,23909,0
203088,32,Enquiry,1,18,Salaried,Male,3,4,Basic,3,Divorced,5,1,3,1,2,Executive,21034,0
203089,30,Enquiry,3,7,SmallBusiness,Female,3,5,Basic,3,Married,8,1,2,0,2,Executive,21478,1
203090,54,Enquiry,3,15,SmallBusiness,Male,4,4,Super Deluxe,3,Divorced,7,0,3,0,3,AVP,30514,0
203091,36,Enquiry,1,32,Large Business,Male,4,5,Standard,4,Divorced,5,0,3,1,2,Senior Manager,29581,0
203092,38,Company Invited,3,28,SmallBusiness,Female,3,4,Basic,3,Divorced,7,0,2,1,2,Executive,21651,0
203093,54,Enquiry,1,30,Salaried,Female,4,4,Super Deluxe,3,Single,8,0,5,1,2,AVP,32953,0
203094,44,Company Invited,1,7,Salaried,Female,3,4,Deluxe,3,Divorced,6,0,2,1,2,Manager,24240,0
203095,48,Enquiry,3,9,SmallBusiness,Female,3,4,Deluxe,3,Divorced,2,1,2,1,1,Manager,23215,0
203096,38,Company Invited,3,26,SmallBusiness,Male,3,4,Standard,4,Unmarried,3,1,5,0,1,Senior Manager,26320,0
203097,51,Company Invited,1,9,Salaried,Male,4,4,Super Deluxe,5,Married,,0,5,1,3,AVP,36602,0
203098,40,Enquiry,2,9,Salaried,Female,3,5,Deluxe,3,Divorced,2,0,3,0,1,Manager,23882,0
203099,34,Enquiry,2,10,Salaried,Male,3,4,Basic,4,Married,5,1,5,0,2,Executive,20955,0
203100,33,Enquiry,1,32,Salaried,Male,3,4,Basic,3,Unmarried,3,1,5,1,1,Executive,21473,1
203101,30,Enquiry,1,14,SmallBusiness,Female,4,5,Basic,3,Married,8,0,5,1,1,Executive,21210,0
203102,45,Enquiry,1,16,Salaried,Male,4,4,Basic,5,Divorced,3,1,3,1,1,Executive,21237,0
203103,29,Enquiry,3,12,SmallBusiness,Male,4,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,23586,0
203104,59,Company Invited,1,9,Salaried,Male,3,5,Basic,3,Married,2,1,2,0,1,Executive,21058,1
203105,44,Enquiry,1,15,Salaried,Female,3,4,Deluxe,4,Married,6,0,3,1,1,Manager,23443,0
203106,21,Enquiry,3,9,SmallBusiness,Female,3,5,Basic,3,Single,3,0,4,0,2,Executive,20722,1
203107,22,Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,3,1,2,Executive,21371,1
203108,37,Enquiry,1,21,Salaried,Male,4,4,Deluxe,3,Divorced,2,1,5,1,3,Manager,25264,0
203109,48,Enquiry,3,9,Salaried,Female,4,5,Basic,3,Unmarried,3,1,2,1,1,Executive,21972,0
203110,23,Enquiry,1,10,Salaried,Female,3,4,Deluxe,3,Divorced,2,1,5,1,2,Manager,22849,1
203111,42,Enquiry,1,9,Salaried,Female,3,6,Basic,3,Married,6,1,3,0,1,Executive,21456,1
203112,29,Enquiry,1,16,SmallBusiness,Female,4,4,Basic,3,Married,7,0,3,1,2,Executive,21055,0
203113,40,Enquiry,1,13,SmallBusiness,Male,4,4,Basic,5,Divorced,2,1,2,1,2,Executive,21082,1
203114,28,Enquiry,1,11,Salaried,Female,4,4,Basic,3,Single,3,0,2,1,2,Executive,20996,0
203115,35,Enquiry,1,17,Salaried,Male,3,4,Basic,4,Married,3,0,2,1,1,Executive,20686,0
203116,43,Enquiry,3,21,SmallBusiness,Fe Male,4,5,Deluxe,3,Unmarried,2,0,3,0,1,Manager,24922,0
203117,34,Enquiry,1,7,Salaried,Male,4,5,Basic,5,Unmarried,5,1,4,0,1,Executive,21477,0
203118,59,Enquiry,1,12,Large Business,Female,3,5,Standard,4,Married,4,1,5,1,2,Senior Manager,29230,0
203119,32,Enquiry,3,14,Salaried,Male,3,5,Basic,3,Divorced,5,0,4,1,2,Executive,21007,0
203120,36,Enquiry,1,28,Salaried,Female,3,4,Deluxe,3,Divorced,3,1,3,0,2,Manager,22692,0
203121,50,Enquiry,1,15,Salaried,Female,3,4,Standard,4,Divorced,6,0,4,0,1,Senior Manager,26081,0
203122,49,Enquiry,1,27,SmallBusiness,Male,3,4,Basic,3,Divorced,6,0,2,0,1,Executive,20937,0
203123,32,Company Invited,3,27,SmallBusiness,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,25610,0
203124,37,Enquiry,1,14,Salaried,Male,4,4,Basic,3,Unmarried,4,0,3,0,3,Executive,23356,0
203125,39,Enquiry,1,7,Large Business,Female,4,4,Standard,5,Divorced,3,0,4,1,3,Senior Manager,32260,0
203126,33,Company Invited,1,7,Salaried,Female,4,5,Basic,4,Divorced,8,0,3,1,1,Executive,21010,0
203127,26,Enquiry,3,26,SmallBusiness,Male,3,5,Basic,4,Divorced,3,1,2,0,1,Executive,21091,1
203128,41,Enquiry,3,17,SmallBusiness,Male,4,5,Standard,4,Married,4,0,4,1,2,Senior Manager,28383,0
203129,27,Company Invited,3,7,SmallBusiness,Male,3,5,Deluxe,5,Unmarried,3,0,3,1,2,Manager,22972,0
203130,42,Enquiry,1,13,SmallBusiness,Male,3,4,Basic,5,Unmarried,4,1,4,1,1,Executive,23399,0
203131,37,Enquiry,1,9,SmallBusiness,Male,4,4,Basic,3,Single,6,0,5,1,1,Executive,21197,0
203132,20,Enquiry,3,28,Salaried,Male,3,5,Basic,4,Single,3,1,2,0,2,Executive,20799,1
203133,21,Enquiry,1,11,Large Business,Male,3,4,Basic,5,Unmarried,3,0,3,1,2,Executive,21651,1
203134,32,Enquiry,1,19,SmallBusiness,Female,3,4,Deluxe,3,Divorced,2,1,4,0,2,Manager,24533,0
203135,41,Company Invited,1,16,SmallBusiness,Male,3,4,Basic,4,Married,2,1,4,0,2,Executive,22295,0
203136,33,Enquiry,1,10,SmallBusiness,Female,4,4,Deluxe,5,Divorced,3,0,2,1,2,Manager,25403,0
203137,37,Enquiry,3,10,Salaried,Male,3,5,Standard,3,Divorced,3,1,2,1,1,Senior Manager,29003,1
203138,34,Enquiry,1,7,Salaried,Fe Male,3,5,Deluxe,3,Unmarried,2,0,4,0,1,Manager,25627,0
203139,38,Enquiry,3,7,Salaried,Male,3,5,Standard,3,Divorced,7,0,2,1,2,Senior Manager,29287,1
203140,46,Company Invited,1,11,Salaried,Male,3,4,Deluxe,4,Divorced,3,0,4,1,2,Manager,23125,0
203141,30,Company Invited,3,27,Large Business,Female,3,4,Basic,3,Divorced,3,0,3,0,2,Executive,20835,0
203142,36,Enquiry,3,25,SmallBusiness,Female,3,4,Deluxe,3,Divorced,3,0,4,1,1,Manager,23279,0
203143,53,Enquiry,1,7,Salaried,Male,4,4,Super Deluxe,3,Divorced,,0,2,1,2,AVP,35777,0
203144,59,Enquiry,1,9,Large Business,Male,3,4,Basic,3,Single,6,0,2,1,2,Executive,21157,1
203145,54,Enquiry,3,9,SmallBusiness,Male,3,4,Super Deluxe,3,Married,8,0,3,1,1,AVP,33530,0
203146,31,Enquiry,3,15,Salaried,Male,4,4,Standard,3,Married,7,0,3,1,1,Senior Manager,25942,0
203147,39,Company Invited,3,17,Large Business,Fe Male,3,4,Deluxe,3,Unmarried,3,1,3,0,2,Manager,24344,0
203148,36,Enquiry,3,10,Salaried,Male,4,4,Standard,3,Married,8,0,5,0,2,Senior Manager,26501,0
203149,40,Enquiry,3,9,Salaried,Male,3,2,Standard,3,Unmarried,2,0,2,1,2,Senior Manager,26558,0
203150,41,Company Invited,3,31,Salaried,Female,4,2,Super Deluxe,4,Single,6,1,3,1,3,AVP,31872,1
203151,48,Company Invited,1,23,SmallBusiness,Male,4,2,Deluxe,3,Married,3,1,2,0,1,Manager,23745,0
203152,37,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Married,6,0,3,1,1,Manager,23757,0
203153,32,Company Invited,1,16,SmallBusiness,Male,3,5,Basic,5,Single,2,1,3,1,1,Executive,20999,1
203154,34,Company Invited,3,24,Salaried,Male,3,4,Super Deluxe,3,Single,,0,3,1,2,AVP,36122,0
203155,30,Enquiry,1,17,Salaried,Female,4,5,Basic,5,Single,8,1,5,1,2,Executive,21082,1
203156,34,Enquiry,1,20,Salaried,Female,3,4,Basic,3,Unmarried,5,0,3,1,1,Executive,22130,0
203157,46,Enquiry,1,7,SmallBusiness,Female,4,4,Basic,3,Married,5,0,5,0,2,Executive,20948,0
203158,51,Enquiry,1,7,SmallBusiness,Male,4,4,Super Deluxe,3,Married,,0,5,0,3,AVP,36077,0
203159,34,Company Invited,1,7,Salaried,Female,3,2,Deluxe,4,Divorced,3,1,3,0,2,Manager,24166,0
203160,42,Company Invited,1,16,SmallBusiness,Male,4,4,King,3,Married,,0,4,1,3,VP,38097,0
203161,28,Enquiry,1,23,Large Business,Female,3,4,Basic,4,Divorced,2,0,2,1,1,Executive,21489,0
203162,46,Company Invited,1,30,Salaried,Male,3,4,Deluxe,5,Divorced,3,1,2,1,1,Manager,22311,0
203163,48,Enquiry,3,11,Salaried,Female,3,4,Deluxe,3,Unmarried,3,1,3,1,2,Manager,22841,0
203164,31,Enquiry,1,29,Salaried,Female,3,4,Basic,3,Divorced,6,1,2,0,2,Executive,20810,1
203165,51,Enquiry,1,31,Salaried,Male,4,4,Super Deluxe,3,Divorced,5,1,4,0,1,AVP,32651,0
203166,39,Company Invited,1,17,SmallBusiness,Male,4,4,Basic,3,Divorced,2,0,5,0,3,Executive,21362,0
203167,47,Enquiry,1,14,SmallBusiness,Male,4,4,Standard,3,Married,8,0,2,0,3,Senior Manager,29523,0
203168,25,Enquiry,1,24,SmallBusiness,Female,3,5,Deluxe,3,Married,3,0,3,1,2,Manager,23055,0
203169,36,Enquiry,1,21,Salaried,Male,3,5,Basic,4,Married,3,1,5,1,2,Executive,22421,1
203170,32,Company Invited,1,7,Salaried,Female,4,4,Deluxe,5,Divorced,3,0,5,1,3,Manager,22826,0
203171,19,Company Invited,1,,Salaried,Male,4,4,Basic,3,Single,3,0,2,1,2,Executive,19729,0
203172,55,Enquiry,1,24,Large Business,Female,3,4,Standard,3,Divorced,2,0,5,1,1,Senior Manager,29417,0
203173,36,Enquiry,1,32,SmallBusiness,Female,3,4,Standard,3,Married,3,1,3,1,2,Senior Manager,29066,0
203174,31,Enquiry,1,15,Salaried,Female,4,2,Standard,5,Divorced,2,1,2,0,3,Senior Manager,30094,0
203175,21,Enquiry,1,18,SmallBusiness,Female,4,5,Basic,5,Unmarried,3,1,3,0,2,Executive,21278,1
203176,31,Company Invited,1,12,SmallBusiness,Female,3,4,Basic,4,Single,2,0,3,0,1,Executive,21100,1
203177,27,Enquiry,1,9,SmallBusiness,Male,3,2,Deluxe,3,Divorced,3,0,3,1,2,Manager,24150,0
203178,23,Enquiry,1,15,Salaried,Male,4,6,Basic,5,Divorced,3,0,2,1,1,Executive,21129,0
203179,49,Enquiry,1,13,Salaried,Male,4,5,Deluxe,3,Unmarried,4,0,2,0,1,Manager,22918,0
203180,49,Enquiry,1,11,Salaried,Male,4,5,Standard,3,Single,2,0,5,1,2,Senior Manager,29677,0
203181,42,Enquiry,1,14,SmallBusiness,Fe Male,3,4,Deluxe,3,Unmarried,8,0,3,1,1,Manager,23681,0
203182,40,Enquiry,1,7,Salaried,Female,4,5,Super Deluxe,3,Divorced,3,0,3,0,2,AVP,31420,0
203183,28,Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,5,0,2,Manager,22905,0
203184,36,Enquiry,1,17,Salaried,Male,3,4,Basic,3,Married,3,0,5,1,1,Executive,22595,0
203185,43,Enquiry,3,12,SmallBusiness,Male,3,4,King,3,Divorced,,0,4,0,2,VP,36981,0
203186,51,Enquiry,1,16,Salaried,Male,4,4,Basic,3,Divorced,6,0,5,1,1,Executive,21058,0
203187,60,Enquiry,1,9,Salaried,Female,4,5,Super Deluxe,3,Single,5,1,5,0,3,AVP,32404,0
203188,38,Enquiry,1,18,SmallBusiness,Female,4,6,Deluxe,4,Divorced,7,0,4,1,1,Manager,23455,1
203189,56,Company Invited,1,25,SmallBusiness,Male,4,4,Deluxe,4,Divorced,5,1,5,1,3,Manager,25063,0
203190,42,Company Invited,1,14,Salaried,Female,3,6,King,,Married,3,0,4,1,1,VP,38651,0
203191,39,Enquiry,3,10,Salaried,Male,3,4,Deluxe,3,Unmarried,2,1,3,1,2,Manager,25539,0
203192,27,Company Invited,3,36,SmallBusiness,Male,4,6,Deluxe,5,Unmarried,2,0,3,0,1,Manager,23647,1
203193,53,Enquiry,3,9,SmallBusiness,Female,3,6,King,,Divorced,3,0,3,1,1,VP,38523,1
203194,45,Enquiry,3,35,SmallBusiness,Female,3,2,Super Deluxe,3,Divorced,5,1,2,1,2,AVP,31998,0
203195,51,Company Invited,3,7,Salaried,Female,4,4,Deluxe,3,Divorced,2,0,2,1,2,Manager,25025,0
203196,37,Enquiry,1,23,Salaried,Female,3,2,Basic,5,Unmarried,3,0,2,1,1,Executive,21421,1
203197,40,Company Invited,1,29,SmallBusiness,Female,3,4,Standard,5,Single,3,1,5,1,1,Senior Manager,29558,0
203198,34,Company Invited,3,15,Salaried,Female,3,5,Basic,3,Single,2,0,2,1,2,Executive,21020,0
203199,46,Enquiry,3,18,Salaried,Female,3,4,Super Deluxe,3,Divorced,,0,4,1,2,AVP,36328,0
203200,33,Company Invited,1,36,SmallBusiness,Female,4,4,Basic,3,Unmarried,2,0,3,1,1,Executive,22703,0
203201,35,Enquiry,3,7,SmallBusiness,Male,4,2,Deluxe,3,Married,2,0,5,1,3,Manager,28403,0
203202,60,Enquiry,3,7,Large Business,Male,4,4,Standard,3,Divorced,5,1,2,0,2,Senior Manager,30582,0
203203,46,Enquiry,2,31,SmallBusiness,Male,3,4,Basic,4,Single,3,0,4,0,1,Executive,20855,0
203204,54,Company Invited,3,9,SmallBusiness,Female,3,5,Standard,4,Divorced,4,0,2,0,2,Senior Manager,26203,0
203205,37,Enquiry,1,22,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,0,1,Manager,23512,1
203206,27,Company Invited,1,9,Salaried,Male,3,4,Basic,5,Divorced,8,1,5,1,1,Executive,20720,1
203207,35,Enquiry,3,17,Salaried,Female,3,4,Basic,3,Divorced,3,1,2,0,2,Executive,20898,0
203208,29,Enquiry,3,,SmallBusiness,Male,4,4,Basic,4,Divorced,3,0,5,1,2,Executive,19730,0
203209,39,Company Invited,1,10,Salaried,Male,3,4,Basic,3,Divorced,5,0,3,1,2,Executive,21499,0
203210,51,Enquiry,1,9,SmallBusiness,Male,4,4,King,3,Divorced,,1,2,1,2,VP,37915,0
203211,38,Enquiry,1,10,Salaried,Female,3,4,Deluxe,4,Unmarried,5,0,4,1,1,Manager,22785,0
203212,41,Enquiry,3,33,SmallBusiness,Male,4,4,Deluxe,5,Divorced,3,0,2,1,2,Manager,27074,0
203213,27,Company Invited,1,7,SmallBusiness,Female,4,5,Basic,3,Married,3,0,2,1,1,Executive,20685,0
203214,47,Enquiry,1,7,SmallBusiness,Male,3,4,King,,Married,2,0,5,1,2,VP,38305,0
203215,55,Enquiry,3,9,Salaried,Female,3,5,Standard,3,Divorced,8,0,5,1,1,Senior Manager,29364,0
203216,57,Company Invited,1,16,SmallBusiness,Female,4,4,Basic,3,Divorced,4,0,2,0,1,Executive,21620,0
203217,37,Enquiry,1,19,SmallBusiness,Fe Male,3,5,Standard,3,Unmarried,2,0,2,1,1,Senior Manager,27536,0
203218,56,Company Invited,1,9,SmallBusiness,Male,3,5,Super Deluxe,5,Single,2,0,3,1,,AVP,35434,0
203219,44,Enquiry,3,32,SmallBusiness,Male,4,5,Standard,3,Married,7,0,4,1,2,Senior Manager,29476,0
203220,21,Company Invited,3,16,SmallBusiness,Female,3,4,Basic,3,Single,3,1,4,0,1,Executive,21001,1
203221,22,Enquiry,1,17,Salaried,Female,3,5,Basic,5,Single,3,0,3,1,1,Executive,20094,1
203222,47,Enquiry,1,15,Salaried,Female,4,5,Deluxe,5,Married,2,1,2,1,3,Manager,23293,0
203223,52,Enquiry,1,11,Salaried,Male,3,4,Basic,3,Divorced,2,1,2,1,2,Executive,21139,1
203224,29,Company Invited,1,31,Large Business,Male,4,5,Standard,5,Unmarried,3,0,2,0,1,Senior Manager,27400,1
203225,27,Enquiry,1,7,SmallBusiness,Male,3,5,Basic,5,Divorced,3,0,3,0,2,Executive,22633,0
203226,31,Enquiry,1,27,Salaried,Male,3,4,Deluxe,5,Divorced,2,0,4,1,1,Manager,28635,0
203227,42,Enquiry,1,14,Large Business,Female,3,2,Basic,3,Divorced,3,0,3,1,2,Executive,22054,0
203228,39,Enquiry,1,24,Salaried,Female,4,5,Standard,3,Divorced,2,0,2,0,3,Senior Manager,27501,0
203229,41,Enquiry,1,27,Large Business,Male,4,4,Standard,3,Divorced,6,0,3,1,2,Senior Manager,29000,0
203230,28,Company Invited,1,15,Salaried,Male,3,6,Basic,3,Divorced,3,0,2,1,2,Executive,23299,0
203231,56,Company Invited,1,9,Salaried,Male,4,4,Standard,4,Divorced,5,0,2,1,2,Senior Manager,29654,0
