CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
201108,35,Enquiry,1,6,SmallBusiness,Male,3,4,Basic,5,Single,2,0,1,0,2,Executive,17450,0
201109,30,Enquiry,3,35,Large Business,Male,2,3,Standard,4,Married,4,0,4,0,1,Senior Manager,24250,0
201110,35,Enquiry,1,8,Salaried,Female,3,3,Basic,5,Married,2,1,1,1,1,Executive,17074,1
201111,53,Enquiry,1,8,Large Business,Female,3,4,Standard,3,Married,1,0,5,1,2,Senior Manager,25169,1
201112,38,Enquiry,1,,SmallBusiness,Male,2,3,Deluxe,4,Married,5,0,4,0,0,Manager,19855,1
201113,,Company Invited,1,6,Large Business,Male,3,3,Deluxe,5,Married,5,0,4,1,2,Manager,,0
201114,48,Enquiry,1,21,Salaried,Female,3,3,Basic,5,Married,1,0,1,1,0,Executive,17367,0
201115,34,Enquiry,1,13,SmallBusiness,Male,2,3,Basic,3,Single,2,0,1,0,1,Executive,17972,0
201116,55,Enquiry,3,32,SmallBusiness,Male,2,4,King,3,Married,2,0,3,1,1,VP,34586,0
201117,34,Enquiry,1,6,Salaried,Male,2,3,Deluxe,3,Married,1,0,4,1,0,Manager,20484,0
201118,26,Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,2,0,3,1,1,Executive,17061,0
201119,38,Enquiry,3,20,Salaried,Male,3,3,Deluxe,4,Married,1,0,5,1,2,Manager,24924,0
201120,,Enquiry,3,22,Salaried,Female,2,3,Deluxe,4,Single,3,0,1,0,0,Manager,,0
201121,36,Enquiry,3,6,Salaried,Female,3,3,Deluxe,3,Unmarried,7,0,1,1,1,Manager,21815,0
201122,29,Enquiry,1,,SmallBusiness,Male,2,3,Basic,5,Single,2,1,3,0,1,Executive,19723,0
201123,35,Enquiry,1,16,SmallBusiness,Female,2,3,Deluxe,3,Single,4,1,1,1,0,Manager,21142,0
201124,39,Enquiry,3,12,SmallBusiness,Male,2,1,Standard,3,Married,3,0,4,1,1,Senior Manager,23237,0
201125,29,Company Invited,1,8,Salaried,Male,2,3,Deluxe,3,Married,2,0,3,0,0,Manager,23853,0
201126,50,Enquiry,3,5,SmallBusiness,Male,2,3,King,3,Married,5,1,5,0,1,VP,34331,0
201127,23,Enquiry,1,16,Large Business,Male,2,1,Basic,3,Married,3,0,1,1,0,Executive,17073,0
201128,36,Company Invited,1,12,Salaried,Male,3,1,Deluxe,5,Married,4,1,4,1,1,Manager,20562,0
201129,42,Enquiry,1,15,Salaried,Male,3,4,King,3,Single,1,0,1,1,1,VP,34613,0
201130,,Enquiry,1,34,Salaried,Male,2,1,Deluxe,3,Married,2,0,5,1,0,Manager,18407,0
201131,34,Company Invited,1,16,Large Business,Male,3,4,Deluxe,3,Married,2,0,4,1,1,Manager,20063,0
201132,40,Enquiry,3,,Salaried,Female,2,3,Deluxe,5,Married,2,0,3,0,1,Manager,19639,0
201133,43,Enquiry,1,,Large Business,Male,2,1,Basic,4,Married,6,0,5,1,1,Executive,19876,0
201134,35,Enquiry,1,13,Salaried,Male,3,4,Basic,3,Married,2,0,3,1,0,Executive,17690,0
201135,46,Enquiry,3,6,Salaried,Male,2,1,Super Deluxe,5,Single,2,0,4,1,1,AVP,32567,0
201136,28,Enquiry,1,30,SmallBusiness,Male,2,3,Basic,4,Married,2,1,1,0,0,Executive,17408,1
201137,22,Company Invited,1,32,Salaried,Female,2,4,Basic,3,Married,2,1,3,0,0,Executive,17814,0
201138,50,Company Invited,1,26,SmallBusiness,Male,2,3,Super Deluxe,3,Married,3,1,4,1,1,AVP,26245,0
201139,32,Enquiry,1,11,Salaried,Female,2,1,Basic,3,Married,4,0,5,1,1,Executive,18312,0
201140,44,Enquiry,1,13,SmallBusiness,Female,2,3,King,3,Married,1,1,4,1,1,VP,34049,0
201141,30,Enquiry,1,13,SmallBusiness,Male,2,4,Basic,4,Married,2,0,5,0,0,Executive,17141,0
201142,45,Enquiry,1,11,SmallBusiness,Female,2,5,Deluxe,5,Single,2,1,3,1,0,Manager,20769,0
201143,45,,3,,SmallBusiness,Male,2,4,Deluxe,5,Married,2,0,3,0,0,Manager,,0
201144,31,Company Invited,3,8,Salaried,Male,2,3,Deluxe,5,Single,1,0,1,0,0,Manager,20332,0
201145,36,Enquiry,1,,Salaried,Female,3,3,Deluxe,3,Married,1,1,1,0,2,Manager,19663,0
201146,34,Company Invited,1,,Salaried,Male,2,1,Deluxe,3,Married,2,0,4,1,0,Manager,19724,0
201147,49,Enquiry,1,31,Salaried,Female,2,3,Basic,5,Married,2,0,3,0,0,Executive,18211,0
201148,39,Enquiry,1,16,SmallBusiness,Male,3,3,Deluxe,5,Married,3,0,5,1,2,Manager,20377,0
201149,,Enquiry,1,25,Salaried,Male,3,4,Basic,5,Married,2,0,1,0,0,Executive,,0
201150,35,Enquiry,1,24,Salaried,Male,2,1,Deluxe,5,Married,2,0,3,0,1,Manager,20208,0
201151,28,Enquiry,1,33,SmallBusiness,Female,2,5,Deluxe,5,Married,1,0,4,1,0,Manager,20208,0
201152,21,Enquiry,1,11,SmallBusiness,Male,3,3,Basic,3,Single,2,0,1,1,1,Executive,18117,0
201153,18,Company Invited,3,9,SmallBusiness,Female,3,3,Basic,3,Single,2,1,5,0,1,Executive,16569,1
201154,47,Enquiry,2,32,Salaried,Female,3,3,King,3,Married,4,0,4,1,,VP,34658,0
201155,39,Enquiry,1,9,SmallBusiness,Male,3,4,Deluxe,3,Married,1,0,4,0,2,Manager,18069,0
201156,40,Enquiry,1,21,Salaried,Female,3,4,Standard,3,Married,2,0,1,1,1,Senior Manager,25435,0
201157,,Company Invited,1,14,Salaried,Female,2,3,Deluxe,3,Married,2,0,5,1,1,Manager,,0
201158,37,Enquiry,1,25,Salaried,Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,20768,0
201159,39,Company Invited,1,10,SmallBusiness,Female,2,,Deluxe,3,Single,1,0,3,1,0,Manager,20042,0
201160,45,Enquiry,1,8,Salaried,Female,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,20770,0
201161,38,Enquiry,1,8,SmallBusiness,Female,2,4,Standard,3,Married,4,1,5,1,1,Senior Manager,22756,0
201162,35,Enquiry,3,16,SmallBusiness,Male,2,4,Standard,5,Married,1,0,5,1,1,Senior Manager,25306,1
201163,,Enquiry,1,16,SmallBusiness,Female,3,3,Basic,4,Married,2,0,1,1,0,Executive,,0
201164,40,Enquiry,1,22,Salaried,Female,2,3,Standard,3,Unmarried,7,1,4,1,0,Senior Manager,22945,0
201165,44,Company Invited,2,6,Salaried,Male,2,3,Deluxe,3,Married,5,1,5,1,1,Manager,20743,0
201166,48,Company Invited,1,10,SmallBusiness,Male,2,4,Super Deluxe,3,Married,3,0,5,1,1,AVP,30202,0
201167,35,Enquiry,3,21,SmallBusiness,Male,2,5,Deluxe,3,Married,7,1,1,1,1,Manager,20440,1
201168,,Company Invited,1,8,Large Business,Female,2,3,Basic,3,Single,2,1,3,1,1,Executive,,0
201169,,Enquiry,1,14,SmallBusiness,Female,2,1,Basic,3,Married,1,0,4,0,0,Executive,18517,0
201170,27,Company Invited,1,8,SmallBusiness,Male,2,3,Basic,3,Single,3,0,3,0,1,Executive,17580,0
201171,40,Enquiry,1,13,Salaried,Male,3,3,Basic,5,Single,4,1,3,0,1,Executive,17166,1
201172,29,Enquiry,3,16,SmallBusiness,Male,2,4,Deluxe,3,Single,1,0,4,1,0,Manager,20869,0
201173,36,Enquiry,1,11,Salaried,Female,2,3,Standard,5,Married,5,0,4,1,1,Senior Manager,23008,0
201174,25,Company Invited,1,8,Salaried,Male,3,1,Deluxe,3,Married,2,0,1,0,1,Manager,20206,0
201175,39,Enquiry,1,18,SmallBusiness,Male,3,3,Deluxe,4,Married,5,0,3,1,1,Manager,20295,0
201176,49,Enquiry,1,28,Salaried,Female,3,3,Super Deluxe,4,Married,4,0,4,0,1,AVP,31413,0
201177,50,Enquiry,1,23,Salaried,Female,2,4,Standard,5,Married,6,0,3,1,0,Senior Manager,28269,0
201178,20,Enquiry,3,8,SmallBusiness,Female,2,3,Basic,3,Single,2,0,4,0,0,Executive,17783,0
201179,34,Enquiry,1,9,Salaried,Female,3,3,Deluxe,4,Married,2,0,5,1,2,Manager,20433,0
201180,36,Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,3,0,1,0,2,Executive,17013,0
201181,49,Enquiry,1,12,Salaried,Female,2,4,Super Deluxe,3,Married,3,1,5,1,0,AVP,28966,0
201182,36,,1,,SmallBusiness,Female,2,4,Deluxe,3,Married,1,0,5,1,1,Manager,,0
201183,36,Enquiry,1,9,Salaried,Male,3,1,Deluxe,5,Married,7,0,1,1,2,Manager,21842,0
201184,54,Enquiry,1,28,SmallBusiness,Female,3,3,Super Deluxe,3,Married,4,0,1,1,1,AVP,32426,0
201185,43,Enquiry,1,21,Salaried,Male,3,4,Super Deluxe,3,Married,2,0,3,1,1,AVP,32603,0
201186,35,Company Invited,3,,Salaried,Male,2,3,Deluxe,3,Single,4,1,3,1,0,Manager,19581,1
201187,38,Company Invited,1,,Salaried,Male,2,3,Deluxe,3,Married,1,0,5,1,0,Manager,19735,0
201188,,Enquiry,3,11,SmallBusiness,Male,2,4,Deluxe,4,Married,2,1,5,0,0,Manager,,0
201189,33,Enquiry,3,8,SmallBusiness,Male,3,3,Deluxe,3,Married,2,0,3,1,1,Manager,20505,0
201190,32,Enquiry,1,8,SmallBusiness,Male,2,3,Deluxe,4,Married,1,0,4,0,1,Manager,20470,0
201191,31,Enquiry,3,11,Salaried,Female,3,3,Deluxe,3,Married,2,0,1,0,2,Manager,20476,0
201192,49,Enquiry,1,22,SmallBusiness,Female,3,3,Basic,5,Married,5,1,1,1,1,Executive,17587,0
201193,38,Company Invited,1,8,SmallBusiness,Female,2,4,Basic,4,Single,2,0,1,1,0,Executive,17440,0
201194,47,Enquiry,3,8,Salaried,Female,2,1,Super Deluxe,4,Married,7,0,1,0,0,AVP,30972,0
201195,49,Enquiry,1,6,Salaried,Male,2,3,Super Deluxe,3,Single,5,0,3,1,0,AVP,30379,0
201196,41,Enquiry,3,29,Salaried,Male,3,3,Standard,3,Unmarried,4,1,3,0,2,Senior Manager,22082,0
201197,20,Enquiry,3,15,Salaried,Male,2,3,Basic,5,Single,2,0,1,0,1,Executive,17728,0
201198,33,Company Invited,3,22,Salaried,Female,2,3,Deluxe,3,Married,2,1,1,0,0,Manager,20368,0
201199,36,Enquiry,1,32,Salaried,Male,3,3,Deluxe,3,Married,7,0,3,1,0,Manager,20347,0
201200,44,Enquiry,2,6,Salaried,Female,2,3,Basic,3,Married,5,1,3,1,0,Executive,18195,0
201201,,Enquiry,1,14,SmallBusiness,Male,3,4,Basic,3,Single,2,1,4,1,2,Executive,,1
201202,38,Enquiry,1,10,SmallBusiness,Female,2,3,Basic,3,Married,1,0,5,0,0,Executive,18306,0
201203,53,Enquiry,1,30,SmallBusiness,Male,2,1,Standard,3,Married,4,0,3,0,1,Senior Manager,22005,0
201204,48,Company Invited,3,13,SmallBusiness,Female,3,3,Basic,3,Married,3,1,4,1,1,Executive,17655,1
201205,32,Enquiry,1,8,Salaried,Male,3,3,Basic,4,Single,2,0,3,1,1,Executive,16393,1
201206,26,Company Invited,1,13,SmallBusiness,Male,3,3,Basic,3,Single,2,0,4,1,2,Executive,17570,0
201207,,Enquiry,1,28,Large Business,Male,3,4,Basic,4,Married,6,0,1,1,1,Executive,18537,0
201208,,Enquiry,1,11,SmallBusiness,Male,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,,0
201209,60,Enquiry,1,6,SmallBusiness,Male,3,5,Standard,3,Married,4,0,5,0,0,Senior Manager,25883,0
201210,33,Enquiry,1,27,SmallBusiness,Male,3,1,Basic,4,Married,2,0,1,1,1,Executive,17028,0
201211,37,Company Invited,3,6,SmallBusiness,Male,2,5,Deluxe,3,Married,2,0,1,0,1,Manager,24525,0
201212,34,Enquiry,1,25,Salaried,Female,2,4,Basic,3,Married,2,0,4,1,1,Executive,17929,0
201213,23,Enquiry,3,13,Salaried,Male,2,3,Basic,3,Married,2,1,1,1,0,Executive,17275,1
201214,44,Enquiry,1,8,Salaried,Female,3,1,Standard,3,Married,2,1,4,1,0,Senior Manager,22879,0
201215,35,Company Invited,1,8,SmallBusiness,Male,3,,Basic,3,Single,1,1,3,1,0,Executive,19930,0
201216,43,Enquiry,3,8,SmallBusiness,Male,3,3,Deluxe,3,Married,2,1,3,0,0,Manager,22847,0
201217,24,,1,,SmallBusiness,Male,3,1,Basic,3,Married,2,0,1,0,0,Executive,,0
201218,41,Enquiry,3,12,SmallBusiness,Male,2,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,24241,0
201219,29,Enquiry,1,15,SmallBusiness,Female,2,3,Basic,3,Married,1,0,5,1,1,Executive,17974,0
201220,36,Enquiry,3,,Salaried,Female,2,3,Deluxe,3,Single,4,0,4,1,1,Manager,19502,0
201221,45,Company Invited,1,6,Salaried,Male,3,4,Standard,3,Married,4,0,1,1,2,Senior Manager,25748,0
201222,24,Enquiry,2,28,Salaried,Male,2,5,Basic,3,Married,2,0,1,0,1,Executive,16555,1
201223,47,Company Invited,3,15,Salaried,Male,2,5,Super Deluxe,3,Married,1,0,5,1,1,AVP,27936,1
201224,26,Enquiry,1,23,SmallBusiness,Male,3,5,Basic,3,Married,2,0,3,0,2,Executive,17305,0
201225,45,Enquiry,1,34,Large Business,Female,2,4,Super Deluxe,4,Single,2,0,3,1,0,AVP,31704,0
201226,,Company Invited,1,16,Salaried,Male,2,3,Basic,3,Married,7,0,1,0,0,Executive,18433,0
201227,,Enquiry,1,8,Salaried,Male,3,3,Basic,3,Married,2,0,5,0,2,Executive,18477,0
201228,41,Company Invited,2,10,Salaried,Male,2,5,Deluxe,4,Married,7,0,5,0,1,Manager,21430,0
201229,40,Enquiry,1,14,Salaried,Female,3,3,Deluxe,5,Married,3,1,1,0,0,Manager,21516,0
201230,,Enquiry,1,35,SmallBusiness,Male,3,3,Basic,5,Married,2,0,4,1,1,Executive,,0
201231,46,Enquiry,1,19,Salaried,Male,2,3,Deluxe,4,Single,7,0,4,1,0,Manager,20562,0
201232,35,Enquiry,1,33,Salaried,Male,2,3,Deluxe,3,Married,3,0,5,0,1,Manager,21883,0
201233,30,Enquiry,1,22,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17862,0
201234,47,Company Invited,3,8,SmallBusiness,Male,2,,Deluxe,4,Married,1,0,1,0,1,Manager,19978,0
201235,46,Enquiry,3,8,Salaried,Male,3,3,Standard,3,Married,5,1,3,0,2,Senior Manager,25368,0
201236,36,Enquiry,3,19,SmallBusiness,Male,3,4,Deluxe,5,Married,6,1,1,1,0,Manager,21134,1
201237,32,Enquiry,3,6,Salaried,Male,2,5,Deluxe,4,Unmarried,7,0,3,0,1,Manager,21735,1
