CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
202210,,Enquiry,1,16,Salaried,Male,2,3,Basic,3,Married,2,0,5,0,0,Executive,,0
202211,42,Enquiry,3,11,SmallBusiness,Male,2,3,King,3,Married,7,0,4,0,1,VP,33303,0
202212,50,Enquiry,1,15,Salaried,Male,3,3,Basic,3,Married,5,0,5,1,2,Executive,17380,0
202213,59,Enquiry,1,8,Salaried,Female,3,4,Super Deluxe,3,Single,4,1,5,1,0,AVP,28726,0
202214,37,Enquiry,1,,SmallBusiness,Female,3,5,Deluxe,4,Married,6,0,4,1,0,Manager,19777,1
202215,55,Company Invited,1,24,SmallBusiness,Male,3,3,Deluxe,4,Married,4,1,5,1,1,Manager,21385,0
202216,41,Company Invited,1,13,Salaried,Female,2,5,King,3,Married,2,0,4,1,,VP,34973,0
202217,38,Enquiry,3,9,Salaried,Male,2,3,Deluxe,3,Unmarried,1,1,3,1,0,Manager,21861,0
202218,26,Company Invited,3,35,SmallBusiness,Male,3,,Deluxe,5,Single,1,0,3,1,1,Manager,19969,1
202219,52,Enquiry,3,8,SmallBusiness,Female,2,5,King,3,Married,2,0,3,1,,VP,34845,1
202220,44,Enquiry,3,34,SmallBusiness,Female,2,1,Super Deluxe,3,Married,4,1,1,1,0,AVP,28320,0
202221,50,Company Invited,3,6,Salaried,Female,3,3,Deluxe,3,Married,1,0,1,0,1,Manager,21347,0
202222,36,Enquiry,1,22,Salaried,Female,2,1,Basic,5,Single,2,0,1,1,0,Executive,17743,1
202223,39,Company Invited,1,28,SmallBusiness,Fe Male,2,3,Standard,5,Unmarried,2,1,5,1,1,Senior Manager,25880,0
202224,33,Company Invited,3,14,Salaried,Female,2,4,Basic,3,Single,1,0,1,0,1,Executive,17342,0
202225,45,Enquiry,3,17,Salaried,Female,2,3,Super Deluxe,3,Married,4,0,4,0,1,AVP,32650,0
202226,,Company Invited,1,35,SmallBusiness,Female,3,3,Basic,3,Single,1,0,3,1,2,Executive,,0
202227,34,Enquiry,3,6,SmallBusiness,Male,3,1,Deluxe,3,Married,1,0,5,0,1,Manager,24725,0
202228,59,Enquiry,3,6,Large Business,Male,3,3,Standard,3,Married,4,1,1,1,0,Senior Manager,26904,0
202229,45,Enquiry,2,30,SmallBusiness,Male,2,3,Basic,4,Single,2,0,4,0,1,Executive,17177,0
202230,53,Company Invited,3,8,SmallBusiness,Female,2,4,Standard,4,Married,3,0,1,1,0,Senior Manager,22525,0
202231,36,Enquiry,1,,Salaried,Male,2,3,Deluxe,3,Married,1,0,4,0,1,Manager,19834,1
202232,26,Company Invited,1,8,Salaried,Male,2,3,Basic,5,Married,7,1,5,0,0,Executive,17042,1
202233,34,Enquiry,3,16,Salaried,Female,2,3,Basic,3,Married,2,1,1,0,1,Executive,17220,0
202234,28,Enquiry,3,16,SmallBusiness,Male,3,3,Basic,4,Married,2,0,5,0,2,Executive,16052,0
202235,38,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Married,4,0,3,1,0,Executive,17821,0
202236,50,Enquiry,1,8,SmallBusiness,Male,3,3,King,3,Married,3,1,1,1,2,VP,34237,0
202237,,Enquiry,1,9,Salaried,Female,2,3,Deluxe,4,Single,4,0,4,1,0,Manager,,0
202238,40,Enquiry,3,32,SmallBusiness,Male,3,3,Deluxe,5,Married,2,0,1,1,2,Manager,23396,0
202239,26,Company Invited,1,6,SmallBusiness,Female,3,4,Basic,3,Married,2,0,1,0,0,Executive,17007,0
